productcode,decoration,depth,description,firing,height,maker,materials,name,price,technique,width
SP264Y985,Glaze,15.3,this wood-fired porcelain plate is wheel-thrown with natural wood-firing marks. it is unglazed and intended for functional use. dishwasher safe.,Wood,3.0,Sue Paraskeva,Porcelain,Wood-fired porcelain plate,150.0,Thrown,25.0
SP264Y986,Glaze,13.4,"this wood-fired porcelain plate is wheel-thrown and highlights visible shell wadding marks. it has an unglazed exterior, with a white slip interior for functional use. dishwasher safe.",Wood,2.0,Sue Paraskeva,Porcelain,Wood-fired porcelain plate,100.0,Thrown,20.5
SP264Y1035,Glaze,11.7,"this porcelain bowl is finely thrown and altered to sit at a slight angle ready to present delicious contents within. it is burnished with an unglazed exterior, with a clear glazed interior for functional use. dishwasher safe.",Electric,7.5,Sue Paraskeva,Porcelain,Porcelain Bowl,56.0,Thrown,16.5
SP264Y1034,Glaze,11.9,"this porcelain bowl is finely thrown and altered to sit at a slight angle ready to present delicious contents within. it is burnished with an unglazed exterior, with a clear glazed interior for functional use. dishwasher safe.",Electric,7.5,Sue Paraskeva,Porcelain,Porcelain Bowl,56.0,Thrown,17.0
SP264Y1045,Glaze,10.4,"this reduction fired stoneware bowl is finely thrown from a recycled stoneware and porcelain body and altered to sit at a slight angle ready to present delicious contents within. it has an unglazed exterior, with a clear glaze interior for functional use. dishwasher safe.",Gas,7.0,Sue Paraskeva,Stoneware,Stoneware Bowl,44.0,Thrown,13.5
SP264Y988,Glaze,12.1,"this wood-fired porcelain bowl is wheel-thrown and altered to sit at a slight angle ready to present delicious contents within. it has an unglazed exterior, with a clear glaze interior for functional use. dishwasher safe.",Wood,8.5,Sue Paraskeva,Porcelain,Wood-fired porcelain bowl,100.0,Thrown,17.5
SP264Y785,Glaze,10.2,"this porcelain bowl is finely thrown and altered to sit at a slight angle ready to present delicious contents within. it is burnished with an unglazed exterior, with a clear glazed interior for functional use. dishwasher safe.",Electric,6.5,Sue Paraskeva,Porcelain,Porcelain Bowl,44.0,Thrown,13.0
SP264Y1043,Glaze,10.4,"this reduction fired stoneware bowl is finely thrown from a recycled stoneware and porcelain body and altered to sit at a slight angle ready to present delicious contents within. it has an unglazed exterior, with a clear glaze interior for functional use. dishwasher safe.",Gas,6.5,Sue Paraskeva,Stoneware,Stoneware Bowl,44.0,Thrown,13.5
SP264Y905,Glaze,10.4,"this porcelain bowl is finely thrown and altered to sit at a slight angle ready to present delicious contents within. it is burnished with an unglazed exterior, with a clear glazed interior for functional use. dishwasher safe.",Electric,7.0,Sue Paraskeva,Porcelain,Porcelain Bowl,44.0,Thrown,13.5
SM194Y173,Slip decoration,7.0,this earthenware rectangular soap pillow is slab-built with brush applied coloured slips and decoration featuring a sgraffito design. it is glazed all over with a transparent glaze.,Electric,8.0,Sarah Monk,Earthenware,Rectangular soap pillow,48.0,Hand built,13.0
SM194Y162,Slip decoration,10.2,this earthenware bowl is hand-built with a brush applied slip decoration featuring a brown dot design. it is glazed all over with a transparent glaze.,Electric,8.0,Sarah Monk,Earthenware,Cereal bowl with dark brown dots,40.0,Hand built,13.0
MC393Y368,Glaze,13.0,"this cup and saucer is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,8.0,Mandy Cheng,Porcelain,Cup and Saucer Seashell,165.0,Hand built,16.0
MC393Y358,Glaze,12.0,"this teapot is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,15.0,Mandy Cheng,Porcelain,Teapot Cubicle,365.0,Hand built,16.0
LS345Y535,Sgraffito,24.0,"slip cast and decorated by hand, this porcelain vessel is both decorative and functional. let it stand alone and display the pop of cheery orange from the interior or place your favourite flower arrangement inside to show off the minimalist markings that compliment your blooms.",Electric,30.0,Lara Scobie,Porcelain,Orange and Black Oval Vessel Large,2300.0,Hand built,28.0
BA446Y46,Glaze,8.0,"drawing on classic geometric shapes within a thin angular form, this sculpture has been carefully constructed and decorated by hand.",Electric,37.0,Ben Arnup,Stoneware,Hexagonal Cube,1708.0,Hand built,41.0
BA446Y31,Glaze,7.5,"drawing on classic geometric shapes within a thin angular form, this sculpture has been carefully constructed and decorated by hand.",Electric,35.0,Ben Arnup,Stoneware,Stacked Cubes,1220.0,Hand built,40.0
BD110Y177,Glaze,10.0,this finely thrown porcelain teapot has semi-matt dark glaze with a spiralled silver loop handle.,Gas,12.0,Bridget Drakeford,Porcelain,Small black teapot silver handle,171.0,Thrown,13.0
BD110Y178,Glaze,10.0,this finely thrown porcelain teapot has semi-matt dark glaze with a spiralled silver loop handle.,Gas,12.0,Bridget Drakeford,Porcelain,Small black teapot silver handle,159.0,Thrown,12.0
BD110Y179,Glaze,7.0,this finely thrown porcelain teapot has semi-matt dark glaze with a spiralled silver loop handle.,Gas,9.0,Bridget Drakeford,Porcelain,Small black teapot silver handle,146.0,Thrown,10.0
SM194Y164,Slip decoration,7.0,this earthenware egg cup is hand-built with a brush applied slip decoration featuring a brown dot design. it is glazed all over with a transparent glaze.,Electric,6.0,Sarah Monk,Earthenware,Egg cup with dark brown dots,24.0,Hand built,5.5
JH137Y248,Slip decoration,14.8,this earthenware bowl is wheel-thrown with a lively surface decoration achieved through the gestural application of coloured slip and glaze.,Electric,9.0,John Higgins,Earthenware,Shallow Bowl,159.0,Hand built,24.0
JH137Y249,Slip decoration,15.7,this earthenware bowl is wheel-thrown with a lively surface decoration achieved through the gestural application of coloured slip and glaze.,Electric,8.0,John Higgins,Earthenware,Shallow Bowl,159.0,Hand built,26.0
JH137Y246,Slip decoration,9.8,this earthenware bowl is wheel-thrown with a lively surface decoration achieved through the gestural application of coloured slip and glaze.,Electric,12.0,John Higgins,Earthenware,Bowl,146.0,Hand built,12.0
M521Y11,Glaze,10.0,"this parian porcelain sculptural wall piece consists of nine individual pieces mounted on mdf, aligned and touching, casting shadows, and creating a trompe l’oeil effect. ",Electric,6.0,Eric Moss,Porcelain,Weavewave Train,305.0,Hand built,60.0
M521Y10,Glaze,7.0,"this smooth white parian porcelain sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form.",Electric,3.5,Eric Moss,Porcelain,Waveform Touchstone White,85.0,Hand built,7.0
M521Y9,Glaze,7.0,"this high-fired black stoneware sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form. ",Electric,3.5,Eric Moss,Stoneware,Waveform Touchstone Black,85.0,Hand built,7.0
M521Y8,Glaze,7.0,"this smooth white parian porcelain sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form.",Electric,3.5,Eric Moss,Porcelain,Waveform Touchstone White,85.0,Hand built,7.0
M521Y7,Glaze,7.0,"this high-fired black stoneware sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form. ",Electric,3.5,Eric Moss,Stoneware,Waveform Touchstone Black,85.0,Hand built,7.0
M521Y6,Glaze,7.0,"this smooth white parian porcelain sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form.",Electric,3.5,Eric Moss,Porcelain,Waveform Touchstone White,85.0,Hand built,7.0
M521Y5,Glaze,7.0,"this high-fired black stoneware sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form. ",Electric,3.5,Eric Moss,Stoneware,Waveform Touchstone Black,85.0,Hand built,7.0
M521Y4,Glaze,7.0,"this smooth white parian porcelain sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form.",Electric,3.5,Eric Moss,Porcelain,Waveform Touchstone White,85.0,Hand built,7.0
M521Y3,Glaze,7.0,"this high-fired black stoneware sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form. ",Electric,3.5,Eric Moss,Stoneware,Waveform Touchstone Black,85.0,Hand built,7.0
M521Y2,Glaze,7.0,"this smooth white parian porcelain sculpture can stand alone or be combined with others in manifold display opportunities. the ‘waveform’ was initially inspired by a flag iris seed found floating in eric’s garden pond. he distilled the geometry, creating a highly tactile and intriguing form.",Electric,3.5,Eric Moss,Porcelain,Waveform Touchstone White,85.0,Hand built,7.0
B480Y3,Glaze,15.0,this earthenware teapot is wheel-thrown and has lively and colourful decoration applied mainly with brushes and shaped sponges. ,Electric,18.0,Rob Bibby,Earthenware,Teapot,120.0,Thrown,20.0
B480Y51,Glaze,13.1,this earthenware lidded casserole is wheel-thrown and has lively and colourful decoration applied mainly with brushes and shaped sponges. it features a whimsical sculpted frog as the knob for the lid.,Electric,18.0,Rob Bibby,Earthenware,Lidded casserole,140.0,Thrown,20.0
B480Y44,Glaze,10.6,this earthenware lidded bowl is wheel-thrown and has lively and colourful decoration applied mainly with brushes and shaped sponges. ,Electric,10.0,Rob Bibby,Earthenware,Lidded Bowl,60.0,Thrown,14.0
B480Y62,Glaze,11.0,this earthenware lidded bowl is wheel-thrown and has lively and colourful decoration applied mainly with brushes and shaped sponges.,Electric,11.0,Rob Bibby,Earthenware,Lidded Bowl,60.0,Thrown,15.0
B480Y59,Glaze,11.0,this earthenware jug is wheel-thrown and has lively and colourful decoration applied mainly with brushes and shaped sponges.,Electric,12.0,Rob Bibby,Earthenware,Jug,60.0,Thrown,15.0
JD91Y994,Glaze,12.9,this stoneware stacking bowl is wheel-thrown with a bold simplicity of form and a distinctive soda-fired surface. jack combines contemporary design with traditional processes and materials.,Wood,6.0,Jack Doherty,Stoneware,No.4 Stacking Bowl,117.0,Thrown,19.5
JH137Y240,Slip decoration,8.5,this earthenware tea bowl is wheel-thrown with a lively surface decoration achieved through the gestural application of coloured slip and glaze.,Electric,11.0,John Higgins,Earthenware,Tea Bowl,60.0,Hand built,9.0
AH31Y411,Glaze,21.0,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,32.0,Ashley Howard,Porcelain,Momentary Glance,780.0,Thrown,21.5
AH31Y410,Glaze,20.5,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,26.5,Ashley Howard,Porcelain,Harmonious Alliance,800.0,Thrown,20.5
AH31Y409,Glaze,20.0,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,31.5,Ashley Howard,Porcelain,Loose Fit,780.0,Thrown,21.0
AH31Y406,Glaze,20.0,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,23.5,Ashley Howard,Porcelain,Soft Discord,660.0,Thrown,20.0
AH31Y405,Glaze,17.0,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,17.0,Ashley Howard,Porcelain,Inflection,290.0,Thrown,17.0
AH31Y401,Glaze,19.0,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,10.5,Ashley Howard,Porcelain,Fleeting Permanence,320.0,Thrown,19.0
AH31Y400,Glaze,19.5,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,11.0,Ashley Howard,Porcelain,Frosted Warmth,320.0,Thrown,19.5
AH31Y398,Glaze,18.0,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,9.0,Ashley Howard,Porcelain,Stepping Stones,320.0,Thrown,18.0
AH31Y397,Glaze,16.5,this vessel is wheel-thrown and altered in porcelain with abstract colourful enamel markings.,Electric,18.5,Ashley Howard,Porcelain,Cascade,500.0,Thrown,16.5
